CreditScoreScaled,Germany,Spain,GenderCoded,AgeScaled,Tenure,BalanceScaled,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalaryScaled,Exited
0.314,1,0,1,0.17567567567567569,2,0.5350262730178615,1,1,1,0.8321398693575236,1
0.748,1,0,1,0.21621621621621623,6,0.4712499007066973,2,0,0,0.7857032846636854,0
0.71,0,1,0,0.527027027027027,3,0.0,2,1,1,0.17062909507857998,0
0.716,0,1,0,0.6216216216216216,5,0.0,3,0,1,0.5625961779349927,1
0.46,1,0,1,0.2702702702702703,9,0.46011585819565226,2,1,0,0.6424109502457483,1
1.0,0,0,1,0.2702702702702703,5,0.0,2,1,0,0.08240816998023309,0
0.728,0,1,1,0.0945945945945946,2,0.0,1,1,1,0.6649027482124542,0
0.418,0,0,0,0.33783783783783783,1,0.0,2,1,1,0.9832653518411008,0
0.454,0,1,0,0.35135135135135137,8,0.46057345434554725,1,0,1,0.6375367847629447,0
0.594,1,0,0,0.22972972972972974,3,0.6636903054941551,2,1,0,0.73966503801113,0
0.408,0,1,1,0.16216216216216217,6,0.53954225000278,1,1,1,0.8984731541862246,1
0.398,1,0,1,0.4864864864864865,5,0.3701795019643235,1,1,0,0.013041545467592154,1
0.356,0,0,0,0.10810810810810811,10,0.4068331887261477,2,0,0,0.8340213990436086,0
0.74,1,0,1,0.3783783783783784,3,0.3867809436094153,1,1,1,0.6675884046926481,1
0.786,0,1,1,0.3108108108108108,7,0.0,1,1,0,0.8187007359202804,1
0.53,1,0,1,0.08108108108108109,8,0.4325583745974312,2,0,0,0.8974698583714744,1
0.57,1,0,0,0.35135135135135137,2,0.3151273491161292,2,0,1,0.5664549464473857,0
0.672,0,1,1,0.36486486486486486,3,0.2960360120716742,3,1,0,0.3245104907518668,1
0.98,0,1,0,0.24324324324324326,6,0.0,2,1,0,0.70683095235595,0
0.69,0,0,1,0.33783783783783783,1,0.4002465702309651,1,1,1,0.5056967940438312,0
0.428,0,0,1,0.10810810810810811,7,0.33482470910798884,2,0,0,0.9174846697859644,0
0.91,0,0,0,0.17567567567567569,4,0.0,2,1,0,0.023934985791143053,0
0.416,0,1,1,0.36486486486486486,4,0.0,1,1,0,0.6590407383905164,0
0.614,0,0,0,0.28378378378378377,4,0.32002559286122906,1,1,0,0.48595230844545645,0
0.582,0,0,0,0.32432432432432434,7,0.49995255045584447,2,0,0,0.820663373352155,0
0.81,0,0,1,0.24324324324324326,8,0.0,2,1,0,0.884075879246468,0
0.266,0,0,1,0.40540540540540543,1,0.0,2,1,1,0.5502915528432964,0
0.39,1,0,0,0.35135135135135137,2,0.5083196926688441,1,1,0,0.5419870097594319,0
0.656,0,0,1,0.6486486486486487,8,0.0,2,1,1,0.23554974500064751,0
0.862,1,0,0,0.40540540540540543,9,0.3299912725521346,1,1,0,0.6236050542826839,1
0.442,0,1,0,0.05405405405405406,3,0.4309203788677706,1,0,1,0.2666110613563595,0
0.568,0,1,0,0.22972972972972974,10,0.0,1,1,0,0.4131536061693891,0
0.346,1,0,1,0.12162162162162163,8,0.24587118219991233,2,1,0,0.7353081219256439,0
0.302,0,0,0,0.2972972972972973,2,0.0,2,0,0,0.7097444805978972,0
0.624,0,0,1,0.7567567567567568,6,0.0,2,1,0,0.6179203613945131,0
0.446,0,1,1,0.43243243243243246,0,0.6349353635972279,1,0,1,0.7795927511077307,1
0.596,1,0,1,0.20270270270270271,5,0.5526715647775556,1,1,0,0.14533732971498775,0
0.624,0,0,0,0.05405405405405406,2,0.5036410201448724,2,1,1,0.4869025991982234,0
0.75,0,0,1,0.28378378378378377,4,0.6403095774862216,2,1,0,0.28818737189401583,0
0.426,0,0,0,0.22972972972972974,2,0.7316629632373846,1,1,1,0.33000736570342465,1
0.556,0,0,1,0.17567567567567569,0,0.35242121612005894,1,0,0,0.36172899511903384,0
0.392,0,1,0,0.36486486486486486,2,0.0,1,0,0,0.9889856981341717,1
0.676,1,0,1,0.3108108108108108,2,0.4498686697854097,2,0,1,0.32757708361148485,0
1.0,1,0,1,0.3108108108108108,8,0.24265103014534706,1,1,0,0.15908649276005857,0
0.528,0,0,0,0.21621621621621623,5,0.0,2,1,0,0.9278401587351592,0
0.738,0,0,0,0.25675675675675674,9,0.40437015682343375,1,1,0,0.1289723668610352,1
0.814,0,0,0,0.7162162162162162,0,0.3510753310238432,2,1,1,0.7717031476506007,0
0.638,0,0,1,0.14864864864864866,7,0.0,2,1,1,0.6907361653037865,0
0.176,1,0,1,0.5540540540540541,7,0.5069673507677958,1,1,0,0.2577966195771696,1
0.284,0,0,1,0.28378378378378377,7,0.0,2,0,1,0.3565923045650859,0
0.544,0,0,0,0.28378378378378377,9,0.3326322252991244,2,0,0,0.19437236256062448,0
0.59,0,0,1,0.32432432432432434,4,0.39178528620923336,1,1,1,0.0033227173195040116,0
0.756,0,0,1,0.25675675675675674,0,0.0,2,1,1,0.36099557507741986,0
0.602,0,0,1,0.22972972972972974,2,0.3464027964501444,1,1,0,0.870496432409295,0
0.866,1,0,0,0.32432432432432434,2,0.5568287905260658,1,1,0,0.01069422129813397,0
0.764,0,1,0,0.6621621621621622,1,0.0,2,1,1,0.888942193979525,0
0.406,0,1,0,0.28378378378378377,1,0.5694622067469705,2,1,0,0.22178038002629247,0
0.62,0,0,1,0.16216216216216217,7,0.5831104971743707,1,0,0,0.4842278937638544,0
0.64,0,0,0,0.2972972972972973,3,0.18877963558829802,1,1,1,0.7429101979239017,1
0.736,0,0,1,0.2702702702702703,7,0.0,2,1,0,0.19150208844944688,0
0.874,0,0,1,0.44594594594594594,0,0.23171591302269381,1,0,1,0.7127017130135928,0
0.85,1,0,0,0.2702702702702703,6,0.7169700255589829,2,0,0,0.7656281174852198,0
0.258,1,0,1,0.08108108108108109,6,0.4290107190533017,2,0,1,0.8475521912342627,0
0.62,0,0,0,0.02702702702702703,6,0.6683413173850785,1,1,0,0.2896192586392,0
0.742,1,0,1,0.6756756756756757,4,0.544149180250834,1,0,0,0.8770215555585559,0
0.618,1,0,1,0.28378378378378377,8,0.20767926132877298,2,1,1,0.5398154523757018,0
0.786,0,0,0,0.28378378378378377,8,0.0,1,1,0,0.47130430956156305,0
0.64,0,0,0,0.36486486486486486,9,0.41821912633930375,1,1,0,0.7796256042452053,1
0.832,1,0,0,0.21621621621621623,6,0.42421582404234326,1,0,1,0.6899862936910475,1
0.99,0,1,0,0.2702702702702703,2,0.44960055295757734,1,1,0,0.8981871268706161,0
0.72,1,0,0,0.3783783783783784,10,0.4803956060406837,1,1,0,0.8329565973550473,1
0.504,1,0,0,0.33783783783783783,2,0.45293884062648704,4,1,0,0.5755788177770976,1
0.508,0,1,1,0.33783783783783783,2,0.578249599269568,1,1,1,0.1193615990327076,0
0.428,0,1,0,0.22972972972972974,9,0.0,2,1,1,0.5291795366457496,0
0.574,1,0,0,0.12162162162162163,7,0.541426560879758,1,1,1,0.5070807762141284,0
0.354,0,0,0,0.17567567567567569,1,0.44720647335338426,1,1,0,0.9113591848021486,0
0.674,0,0,1,0.21621621621621623,7,0.5177209200755574,1,0,1,0.14344664915499428,0
0.812,1,0,1,0.3108108108108108,6,0.5940655825638211,1,0,1,0.2520779734464641,1
0.306,1,0,1,0.32432432432432434,9,0.6109229049930194,1,1,1,0.7566991647702355,0
0.614,0,1,1,0.32432432432432434,5,0.16529950467139867,1,1,0,0.5648940473815249,1
0.632,0,0,0,0.2972972972972973,2,0.0,2,0,0,0.18181581341018063,0
0.53,1,0,1,0.28378378378378377,5,0.4511533348061757,2,1,1,0.26079825623347025,0
0.724,1,0,1,0.12162162162162163,8,0.451076411143664,2,1,0,0.7363203185904253,0
0.828,0,0,0,0.08108108108108109,0,0.0,2,1,0,0.4436069144603309,0
0.242,0,0,1,0.32432432432432434,3,0.6574444628095814,1,1,0,0.9526919320795135,0
0.516,0,1,1,0.12162162162162163,4,0.6111050905170303,1,1,1,0.9998042313040895,0
0.664,0,1,0,0.3918918918918919,10,0.5342089690678794,1,1,0,0.7214658499886739,0
0.474,1,0,0,0.1891891891891892,3,0.4999840373436083,2,1,1,0.6525783212296773,0
0.728,1,0,0,0.22972972972972974,6,0.5025045427806963,2,1,1,0.2697390600802376,0
0.56,0,1,0,0.17567567567567569,1,0.0,2,1,1,0.8490368330175532,0
0.596,1,0,0,0.13513513513513514,8,0.3601904263201047,1,1,1,0.734270872868359,0
0.87,0,0,0,0.2972972972972973,3,0.0,2,1,1,0.48415243655769125,0
0.502,1,0,0,0.3918918918918919,1,0.5691634400245932,1,1,1,0.2877346786618121,0
0.734,0,0,0,0.13513513513513514,1,0.3608523285290853,1,0,1,0.3739827653540913,0
0.714,0,0,0,0.35135135135135137,6,0.0,2,1,1,0.9627448921371992,0
0.842,0,0,0,0.06756756756756757,7,0.6222595397198919,1,1,0,0.36493005081985325,0
0.504,0,0,0,0.22972972972972974,5,0.0,2,1,0,0.15520702227062683,0
0.552,0,0,1,0.2702702702702703,7,0.562278453375233,1,1,0,0.26394510675769534,1
0.476,0,1,1,0.5540540540540541,4,0.0,2,1,1,0.13713224612950534,0
0.532,1,0,0,0.32432432432432434,6,0.4699117079767327,2,0,0,0.7513479037248056,0
0.542,0,1,1,0.20270270270270271,4,0.0,2,1,1,0.20145748919021764,0
0.648,0,0,1,0.10810810810810811,6,0.6626513577684071,1,1,1,0.7468604751753792,0
0.566,0,1,0,0.3783783783783784,3,0.0,2,1,0,0.6012524196060723,0
0.696,1,0,0,0.6216216216216216,1,0.67502478795275,1,1,0,0.42378417138836755,1
0.316,0,0,1,0.10810810810810811,7,0.8208990351421169,1,1,0,0.7821387942548513,0
0.772,0,0,0,0.08108108108108109,0,0.0,2,1,0,0.5467729668183311,1
0.644,1,0,1,0.6756756756756757,0,0.5024410907233291,2,1,1,0.9247142602118501,0
0.526,0,0,0,0.04054054054054054,7,0.4209994185288537,1,1,1,0.18276210378091107,0
0.724,0,0,1,0.1891891891891892,9,0.4009836025455595,1,1,0,0.8284865204627041,0
0.548,0,0,0,0.2702702702702703,3,0.0,2,1,1,0.8183545028550226,0
0.652,0,0,1,0.2702702702702703,1,0.0,2,0,1,0.1781830664828491,0
0.666,1,0,0,0.1891891891891892,0,0.5507060655583309,2,1,1,0.94104987026261,0
0.278,0,0,0,0.17567567567567569,7,0.5555844606070934,1,0,1,0.030549217450266498,0
0.778,0,0,1,0.14864864864864866,1,0.0,2,1,1,0.8224445434538998,0
0.702,0,0,0,0.25675675675675674,3,0.0,2,1,1,0.8213619400652762,0
0.632,1,0,0,0.43243243243243246,7,0.4346875657762082,1,1,1,0.7006895158487636,1
0.43,1,0,0,0.2972972972972973,1,0.358690295330666,2,0,1,0.6054212677310683,0
0.632,0,0,1,0.24324324324324326,3,0.0,2,1,0,0.17574158332120715,0
0.566,0,0,1,0.5540540540540541,2,0.4144979342010934,1,1,1,0.5157869076496805,0
0.456,0,0,1,0.21621621621621623,4,0.6979371983262208,1,1,1,0.37426934272222995,0
0.924,0,1,0,0.4189189189189189,8,0.2633716741327126,2,0,0,0.45776866690768964,1
0.918,1,0,1,0.20270270270270271,8,0.5901030972376075,1,0,0,0.9960532730875797,0
0.53,0,0,1,0.24324324324324326,6,0.0,1,1,1,0.13501399383641136,1
0.668,0,1,0,0.17567567567567569,8,0.0,2,1,0,0.9432174272643037,0
0.388,0,0,1,0.2972972972972973,8,0.0,2,1,0,0.3078775023014697,0
0.726,1,0,1,0.3918918918918919,1,0.3826054634373661,1,1,0,0.987682573685787,0
0.566,0,0,1,0.25675675675675674,2,0.0,2,1,0,0.9113199810581911,0
0.644,1,0,0,0.06756756756756757,10,0.44138064183748865,1,1,0,0.4038731698877242,0
0.622,0,0,1,0.22972972972972974,5,0.0,1,1,0,0.7769889024401829,0
0.798,0,1,0,0.13513513513513514,3,0.0,1,1,0,0.016987222279727713,0
0.57,0,1,0,0.1891891891891892,8,0.0,2,1,1,0.09679124356376032,1
1.0,1,0,0,0.7027027027027027,1,0.38640222410620984,3,1,0,0.3113867874382003,1
0.582,0,0,1,0.3108108108108108,6,0.0,2,1,0,0.32695727441970707,0
0.566,1,0,1,0.16216216216216217,2,0.43757535180917484,2,1,1,0.6985728637084841,0
0.126,0,1,1,0.22972972972972974,2,0.0,2,1,1,0.3048354117818251,0
0.376,0,0,1,0.17567567567567569,1,0.0,2,1,0,0.006820051314900572,0
0.174,0,0,0,0.28378378378378377,0,0.4094151932364252,1,0,0,0.11091179207614325,0
0.524,0,1,1,0.20270270270270271,5,0.2769194855170082,1,1,0,0.044814729806696534,1
0.332,1,0,0,0.47297297297297297,1,0.6244535380879146,1,1,0,0.5925103847417428,1
0.952,0,1,0,0.5135135135135135,8,0.6955258208621676,2,0,1,0.8090334626956874,1
0.62,1,0,0,0.06756756756756757,6,0.6619041221079045,2,0,0,0.4524589098258883,0
0.592,1,0,0,0.14864864864864866,4,0.4223126608895269,1,1,0,0.07730403253510709,0
0.834,0,0,1,0.24324324324324326,3,0.0,1,0,0,0.3257095552625275,0
0.58,0,0,1,0.2972972972972973,8,0.4397828616391619,1,1,1,0.7894504925220358,0
0.856,0,0,1,0.20270270270270271,1,0.0,2,1,0,0.4271815458376274,0
0.658,1,0,1,0.4594594594594595,9,0.5415346525754741,2,0,0,0.2701610003755358,0
0.398,0,0,1,0.17567567567567569,4,0.0,2,0,1,0.12837861015726998,0
0.496,0,0,1,0.3918918918918919,2,0.0,2,1,1,0.9306136736058294,0
0.61,0,0,0,0.36486486486486486,0,0.0,2,1,0,0.8341753137424623,0
0.288,0,0,1,0.16216216216216217,3,0.3415926761339634,1,0,1,0.1393857113354325,0
0.606,0,0,0,0.32432432432432434,1,0.0,2,1,1,0.028786449105889608,0
0.378,1,0,0,0.2702702702702703,8,0.4202333305925127,1,0,0,0.40285777291731356,1
0.59,0,0,0,0.25675675675675674,1,0.0,2,1,1,0.3449127891713658,0
0.802,1,0,1,0.21621621621621623,9,0.43249930679025894,2,1,1,0.13544413491488436,0
0.356,0,0,1,0.22972972972972974,3,0.6245049533856556,1,1,0,0.9966411292278412,0
0.692,1,0,1,0.17567567567567569,3,0.6002617237939116,1,0,0,0.02777775277539005,0
0.732,0,0,0,0.35135135135135137,6,0.6182386641524453,1,0,0,0.6693651743741527,0
0.504,0,0,0,0.22972972972972974,8,0.0,2,1,1,0.7642327342261186,0
0.594,0,1,0,0.6216216216216216,1,0.36355796889486086,1,1,1,0.20896295596229436,0
1.0,1,0,1,0.581081081081081,3,0.5651060157532486,1,1,1,0.4602548043338138,0
0.48,0,0,0,0.1891891891891892,0,0.509223645345407,1,1,0,0.5035778916886562,0
0.95,0,1,0,0.1891891891891892,1,0.0,2,1,1,0.21463834796223036,0
1.0,0,1,1,0.17567567567567569,6,0.3292713786701206,2,1,0,0.745867930387352,0
0.878,0,0,0,0.1891891891891892,7,0.2767000737231599,1,1,0,0.5374903803313216,0
0.702,0,0,0,0.32432432432432434,6,0.3434375287591867,1,1,0,0.7667272224497439,0
0.726,0,1,0,0.3918918918918919,1,0.0,1,1,0,0.5391189858631499,1
0.44,0,0,1,0.16216216216216217,2,0.5237447602729858,1,1,1,0.23972724395179734,0
0.372,1,0,0,0.35135135135135137,4,0.48584993213778555,1,0,0,0.6550405563731335,0
0.842,1,0,1,0.1891891891891892,9,0.3088393379160439,1,0,0,0.16567312178313026,0
0.324,0,0,0,0.7702702702702703,2,0.0,1,1,0,0.6165240780494536,0
0.696,0,1,1,0.36486486486486486,5,0.6554491506890308,1,1,0,0.7098599916292005,1
0.612,0,0,1,0.20270270270270271,7,0.5528341008893292,2,1,0,0.18564057867526346,0
0.822,0,1,1,0.25675675675675674,7,0.5290202488189528,1,1,0,0.9965023159711752,0
0.718,0,0,0,0.16216216216216217,5,0.0,2,0,1,0.8069602647052794,0
0.494,0,1,0,0.6486486486486487,3,0.0,1,1,1,0.35263842696977554,0
0.484,0,0,1,0.13513513513513514,2,0.46432485795328293,1,1,0,0.7214622496448411,0
0.498,0,0,0,0.3108108108108108,1,0.0,2,1,0,0.4803370721903942,0
0.444,1,0,0,0.22972972972972974,1,0.5579120590356029,1,1,0,0.928344956943388,0
0.522,1,0,0,0.33783783783783783,9,0.5070437562916481,2,0,1,0.08951689886384148,0
0.568,0,0,0,0.36486486486486486,2,0.0,4,1,0,0.5051879954535657,1
0.632,0,0,1,0.44594594594594594,2,0.5907683474194642,1,0,0,0.7847847469433331,1
0.692,0,0,0,0.3108108108108108,8,0.0,2,0,0,0.14133974794592882,0
0.638,0,0,0,0.2702702702702703,8,0.0,2,1,0,0.42022803177703466,0
0.752,0,1,1,0.16216216216216217,8,0.5346883668982892,1,1,1,0.7391248864266537,0
0.294,1,0,0,0.1891891891891892,8,0.44455192943078997,4,1,1,0.04743658019340846,1
0.8,0,1,0,0.28378378378378377,7,0.4765517346106541,1,1,0,0.4353223232818733,0
1.0,0,1,0,0.14864864864864866,7,0.0,2,1,0,0.11613944131664572,0
0.534,0,1,1,0.2702702702702703,7,0.0,1,1,1,0.1361515024684857,0
0.604,1,0,1,0.3783783783783784,10,0.4825218079579641,3,1,0,0.7574237339665937,1
0.42,0,1,0,0.12162162162162163,7,0.4981942269867419,1,1,1,0.5733458045243319,0
0.558,0,1,1,0.28378378378378377,5,0.0,2,0,0,0.5837385470312414,0
0.62,1,0,0,0.4594594594594595,4,0.34632324223751565,1,1,0,0.45437429274495705,0
0.652,0,0,1,0.2702702702702703,8,0.0,2,1,1,0.6684703389173666,0
0.462,0,1,1,0.33783783783783783,9,0.3109733119132154,1,0,1,0.15327128740794743,0
0.896,0,0,1,0.21621621621621623,9,0.6157710885722566,1,1,0,0.9570128947314468,0
0.71,0,0,1,0.2702702702702703,1,0.7550624239506964,1,0,1,0.5332359240307448,0
0.728,0,1,0,0.17567567567567569,6,0.6095167962418526,1,1,1,0.2544659514983681,0
0.628,0,0,0,0.35135135135135137,8,0.5699114329646751,1,1,1,0.5772597783088284,1
0.694,1,0,1,0.33783783783783783,7,0.45983586403547355,2,1,0,0.3206682238153743,0
0.518,0,0,1,0.25675675675675674,6,0.0,2,0,1,0.1101062151435462,0
0.396,0,1,1,0.2702702702702703,0,0.7096767456460111,2,1,0,0.192134098806436,0
1.0,0,1,1,0.28378378378378377,6,0.8211100371469547,2,0,1,0.2138367214068943,1
0.612,0,0,1,0.3108108108108108,2,0.0,2,1,0,0.7948868616952918,0
0.754,1,0,1,0.25675675675675674,9,0.4033184549153005,1,1,1,0.17271534431538207,1
0.584,0,0,0,0.5,7,0.0,2,1,1,0.5075693728751095,0
0.72,0,1,0,0.17567567567567569,5,0.0,2,1,0,0.047755310632165364,0
0.72,0,1,1,0.20270270270270271,1,0.0,2,1,0,0.841588321684721,0
0.736,0,0,0,0.25675675675675674,7,0.0,2,1,1,0.2754688572758698,0
0.472,1,0,1,0.1891891891891892,1,0.5971131147311644,1,1,0,0.159107594775301,0
0.534,0,1,0,0.24324324324324326,7,0.4608135518289518,1,1,1,0.35757324824520736,0
0.56,0,0,1,0.13513513513513514,9,0.0,2,0,0,0.16295441214635994,0
0.882,1,0,0,0.32432432432432434,10,0.4530022926838542,2,0,1,0.6997423253920749,1
0.646,0,1,1,0.28378378378378377,8,0.5506618244881817,1,1,1,0.55233739822153,0
0.254,1,0,0,0.24324324324324326,3,0.46911819854826314,1,0,0,0.3701874529017521,0
0.624,0,0,0,0.25675675675675674,5,0.0,2,1,0,0.759373820199829,0
1.0,1,0,1,0.25675675675675674,9,0.4882714730909271,1,0,1,0.9985066573857803,1
0.57,0,0,0,0.5405405405405406,1,0.0,1,1,1,0.2945056252872149,1
0.374,0,0,1,0.5540540540540541,9,0.0,2,0,0,0.5189905135940481,1
0.458,0,0,0,0.28378378378378377,3,0.6636207154865149,2,1,0,0.469165105267553,0
0.602,0,1,0,0.3783783783783784,4,0.3576872585996968,1,1,0,0.7821446448135797,1
0.52,0,0,0,0.0945945945945946,2,0.0,2,1,0,0.6186203282413469,0
0.462,0,0,1,0.16216216216216217,1,0.0,2,1,0,0.9973577476649019,0
0.484,0,0,1,0.28378378378378377,7,0.0,2,1,0,0.415403421026708,0
0.676,0,1,0,0.22972972972972974,6,0.0,1,1,0,0.12739641635776214,1
0.662,0,0,0,0.0,1,0.3941615896717269,1,1,1,0.04792867718867151,0
0.616,1,0,1,0.25675675675675674,3,0.672527000903036,2,0,0,0.3518268994688993,0
0.884,0,0,1,0.21621621621621623,1,0.0,1,0,1,0.4316349211349684,0
0.356,1,0,0,0.5945945945945946,7,0.5308975050387988,1,0,0,0.8425609645721166,1
0.548,0,1,0,0.24324324324324326,0,0.0,2,1,0,0.5580248913771264,0
0.424,1,0,1,0.17567567567567569,4,0.5071272164726324,2,0,1,0.7165976350741496,0
0.656,1,0,1,0.24324324324324326,1,0.46977181053869327,2,1,0,0.13805058383075583,0
0.71,1,0,0,0.6216216216216216,3,0.611679666433491,3,0,0,0.7328803900772524,1
0.6,1,0,1,0.06756756756756757,4,0.37430057757713503,2,1,0,0.34525232159671243,0
0.486,0,1,0,0.3783783783783784,2,0.3052944324924913,1,1,1,0.2722366986047167,0
0.604,0,0,0,0.2972972972972973,4,0.31856503969400485,2,1,1,0.16758110399543152,0
0.408,0,1,0,0.12162162162162163,4,0.0,2,1,1,0.6754252531116722,0
0.468,1,0,1,0.1891891891891892,8,0.1601164440909056,1,1,1,0.6872044280228762,0
0.332,0,0,1,0.20270270270270271,7,0.4591329491587601,1,1,1,0.05597494560730549,0
0.878,1,0,0,0.33783783783783783,9,0.4649070465223549,2,1,1,0.3008513313021393,0
0.496,1,0,1,0.02702702702702703,8,0.7185939119743797,2,1,1,0.14771970723204064,0
0.638,1,0,0,0.16216216216216217,7,0.5574885404667688,1,1,0,0.9440115030985459,0
0.59,0,0,0,0.08108108108108109,3,0.13769662415524964,1,1,1,0.058138502226962666,0
0.618,0,0,0,0.1891891891891892,9,0.0,2,1,1,0.4657653305890712,0
0.966,1,0,1,0.14864864864864866,1,0.3844678530633693,2,0,1,0.24489638760501625,0
0.694,0,1,0,0.2972972972972973,7,0.5194712721806691,2,0,1,0.5847534439538975,0
0.46,1,0,1,0.28378378378378377,3,0.47704153507107205,1,1,0,0.6852138379215216,0
0.682,0,0,1,0.2702702702702703,1,0.0,2,0,0,0.22323091855272176,0
0.368,0,0,1,0.4594594594594595,1,0.0,3,1,1,0.5201688261228947,1
0.256,0,0,0,0.1891891891891892,6,0.2837297007721342,1,1,1,0.5529630079672607,0
0.444,0,0,0,0.3918918918918919,2,0.0,2,1,0,0.18045783372312052,0
0.302,0,0,1,0.25675675675675674,4,0.0,2,0,0,0.062299549606987456,0
0.548,0,1,0,0.2702702702702703,8,0.0,2,1,0,0.4770047039492271,0
0.49,0,0,0,0.28378378378378377,9,0.5437363433097478,1,1,1,0.7588036157453036,0
0.506,0,0,1,0.16216216216216217,8,0.0,2,1,1,0.2376470952976009,0
0.504,0,0,0,0.0945945945945946,0,0.0,2,1,1,0.5063613075048666,0
0.3,0,0,0,0.21621621621621623,6,0.0,1,1,1,0.7013513290519245,0
0.144,0,0,1,0.3108108108108108,6,0.6107614450153845,1,1,0,0.05826311412739916,0
0.53,0,0,1,0.22972972972972974,7,0.0,2,1,0,0.7539355508451058,0
0.57,0,0,0,0.8108108108108109,6,0.18946497360741169,1,1,1,0.5969995134535347,0
0.722,0,0,0,0.1891891891891892,1,0.0,2,1,0,0.630944455195471,0
0.968,0,0,1,0.24324324324324326,8,0.5694841678547652,1,1,0,0.44990016546580197,1
0.566,0,0,0,0.35135135135135137,7,0.0,2,1,0,0.1487627568432785,0
0.6,0,0,0,0.17567567567567569,1,0.6399654537027364,2,0,0,0.13532407344901437,0
0.786,1,0,1,0.6351351351351351,2,0.5258529867644668,1,1,1,0.48198647970881214,1
0.434,0,0,1,0.2702702702702703,6,0.5088870943577132,2,0,0,0.22707823597153523,0
0.712,1,0,0,0.3783783783783784,4,0.4193518571624041,1,1,0,0.5434919534815574,1
0.576,0,0,1,0.3783783783783784,9,0.5574356504666895,1,1,0,0.1947971531281237,0
0.582,0,0,0,0.2702702702702703,3,0.0,2,1,0,0.5823286623872579,0
0.448,0,0,0,0.21621621621621623,5,0.44768953801122996,2,1,1,0.08991783715344813,0
0.584,1,0,1,0.16216216216216217,8,0.5360633474730716,1,0,0,0.21621544857533892,0
0.744,0,1,0,0.22972972972972974,1,0.4789657027680043,1,1,0,0.6262059026637044,0
0.546,0,0,1,0.06756756756756757,1,0.42253091683559646,2,0,1,0.9571132043110117,0
0.662,0,0,1,0.0945945945945946,5,0.0,1,0,1,0.4542903347269664,0
0.36,0,0,0,0.21621621621621623,8,0.0,2,0,1,0.7093724450685039,0
0.894,0,0,0,0.5,10,0.0,4,1,1,0.24706004423422434,1
0.606,0,0,1,0.44594594594594594,3,0.0,1,1,0,0.8521567309678073,1
1.0,1,0,1,0.32432432432432434,8,0.4776428947705421,1,0,1,0.25504655694618833,1
0.462,0,1,1,0.21621621621621623,1,0.0,2,0,1,0.40585710935394326,0
0.478,1,0,1,0.2702702702702703,8,0.36755644492949313,1,1,0,0.49552427256803017,0
0.41,1,0,1,0.40540540540540543,3,0.5661876899899876,2,0,1,0.39565378493646136,0
0.796,0,0,0,0.4189189189189189,7,0.11798447728318698,1,0,0,0.817773097330795,1
0.79,0,0,0,0.3783783783783784,7,0.0,2,1,1,0.338824157707061,0
0.76,0,0,1,0.21621621621621623,1,0.0,2,1,1,0.632962597928102,0
0.43,0,0,0,0.35135135135135137,1,0.0,2,0,1,0.4479989338981872,0
0.856,0,0,1,0.25675675675675674,3,0.5651847329726583,1,0,1,0.8971369765812635,0
0.924,0,0,1,0.08108108108108109,10,0.0,2,1,1,0.7845477743124468,0
0.352,0,0,1,0.32432432432432434,1,0.0,1,0,1,0.8424526542284787,0
0.716,0,0,0,0.3918918918918919,0,0.5045439764009363,2,0,1,0.6636558291316821,1
0.66,0,0,1,0.20270270270270271,2,0.4320214235190073,1,0,1,0.19524909628869552,0
0.434,0,1,1,0.33783783783783783,2,0.4609185346927113,2,0,0,0.8730572269651752,0
0.428,0,1,1,0.40540540540540543,5,0.5296023975312049,1,1,0,0.39627879462488663,0
0.718,0,0,0,0.08108108108108109,3,0.44220906584023817,1,1,1,0.8426006183590532,0
0.558,0,0,1,0.3783783783783784,1,0.5207939207508515,1,1,1,0.8056473893256806,1
0.32,0,0,0,0.36486486486486486,10,0.4137993637177549,2,0,1,0.38937238506277344,0
0.312,0,0,0,0.1891891891891892,3,0.0,1,1,1,0.4040957911480546,0
0.51,0,0,1,0.28378378378378377,7,0.0,1,0,1,0.5967404887166724,0
0.6,0,1,1,0.1891891891891892,1,0.5268582554773534,2,1,1,0.8916840558273313,0
1.0,1,0,1,0.4189189189189189,8,0.39318573529196654,1,1,0,0.5958734059102644,1
0.278,1,0,1,0.2702702702702703,2,0.5039658930843196,2,1,1,0.41329521969348065,0
0.618,1,0,0,0.16216216216216217,8,0.6144307834308345,1,1,0,0.2021669069396127,0
0.806,0,0,0,0.33783783783783783,5,0.0,2,1,0,0.5494031179977688,0
0.254,1,0,1,0.40540540540540543,8,0.5151493979089279,2,1,1,0.7897042667574753,0
0.52,0,1,0,0.36486486486486486,3,0.0,1,1,0,0.1913445734067603,1
0.538,0,0,0,0.20270270270270271,2,0.6685324308367593,2,1,1,0.32608564117873257,0
0.538,1,0,0,0.17567567567567569,2,0.22366172655997502,2,0,0,0.01085283644588058,0
0.816,0,0,0,0.16216216216216217,3,0.5642971614490967,1,1,0,0.7812620105220048,0
0.332,1,0,1,0.43243243243243246,7,0.5567004117089931,2,1,0,0.2279200163615625,0
0.878,0,0,0,0.12162162162162163,8,0.2638599600339724,1,1,1,0.3972706393460575,0
0.674,0,0,0,0.35135135135135137,9,0.0,2,0,0,0.5152023018198237,1
